GAME_ID,GAME_DATE,TEAM_ID,PTS
1022400167,2024-08-22,1611661313,79
1022400167,2024-08-22,1611661321,71
1022400165,2024-08-21,1611661330,72
1022400165,2024-08-21,1611661317,63
1022400166,2024-08-21,1611661324,98
1022400166,2024-08-21,1611661319,87
1022400163,2024-08-20,1611661321,74
1022400164,2024-08-20,1611661322,77
1022400163,2024-08-20,1611661313,94
1022400162,2024-08-20,1611661323,69
1022400164,2024-08-20,1611661328,83
1022400162,2024-08-20,1611661320,61
1022400160,2024-08-18,1611661325,92
1022400158,2024-08-18,1611661323,70
1022400161,2024-08-18,1611661329,68
1022400158,2024-08-18,1611661330,82
1022400159,2024-08-18,1611661320,71
1022400159,2024-08-18,1611661319,87
1022400160,2024-08-18,1611661328,75
1022400161,2024-08-18,1611661317,86
1022400157,2024-08-17,1611661320,86
1022400156,2024-08-17,1611661313,79
1022400156,2024-08-17,1611661319,67
1022400155,2024-08-17,1611661324,99
1022400157,2024-08-17,1611661329,90
1022400155,2024-08-17,1611661322,83
1022400154,2024-08-16,1611661321,91
1022400153,2024-08-16,1611661317,89
1022400153,2024-08-16,1611661325,98
1022400152,2024-08-16,1611661330,83
1022400154,2024-08-16,1611661323,109
1022400152,2024-08-16,1611661328,81
1022400150,2024-08-15,1611661324,79
1022400150,2024-08-15,1611661322,68
1022400149,2024-08-15,1611661329,65
1022400151,2024-08-15,1611661313,103
1022400151,2024-08-15,1611661320,68
1022400149,2024-08-15,1611661317,85
1522400076,2024-07-22,1610612763,118
1522400076,2024-07-22,1610612748,120
1522400068,2024-07-21,1610612763,99
1522400075,2024-07-21,1610612757,105
1522400070,2024-07-21,1610612744,99
1522400073,2024-07-21,1610612761,89
1522400070,2024-07-21,1610612748,102
1522400075,2024-07-21,1610612745,95
1522400072,2024-07-21,1610612766,97
1522400074,2024-07-21,1610612765,87
1522400069,2024-07-21,1610612753,100
1522400072,2024-07-21,1610612751,90
1522400074,2024-07-21,1610612762,97
1522400073,2024-07-21,1610612759,100
1522400071,2024-07-21,1610612755,103
1522400069,2024-07-21,1610612750,115
1522400071,2024-07-21,1610612738,98
1522400068,2024-07-21,1610612746,98
1522400067,2024-07-20,1610612742,79
1522400061,2024-07-20,1610612758,87
1522400065,2024-07-20,1610612747,107
1522400067,2024-07-20,1610612742,0
1522400063,2024-07-20,1610612739,100
1522400067,2024-07-20,1610612760,88
1522400064,2024-07-20,1610612752,90
1522400066,2024-07-20,1610612743,91
1522400062,2024-07-20,1610612749,79
1522400063,2024-07-20,1610612754,93
1522400064,2024-07-20,1610612737,82
1522400065,2024-07-20,1610612741,81
1522400062,2024-07-20,1610612764,91
1522400066,2024-07-20,1610612740,82
1522400061,2024-07-20,1610612756,77
1522400055,2024-07-19,1610612737,99
1522400058,2024-07-19,1610612748,109
1522400054,2024-07-19,1610612742,101
1522400057,2024-07-19,1610612755,96
1522400053,2024-07-19,1610612756,115
1522400060,2024-07-19,1610612766,84
1522400054,2024-07-19,1610612738,90
1522400055,2024-07-19,1610612741,103
1522400060,2024-07-19,1610612757,68
1522400056,2024-07-19,1610612765,90
1522400057,2024-07-19,1610612759,80
1522400059,2024-07-19,1610612760,83
1522400059,2024-07-19,1610612744,90
1522400058,2024-07-19,1610612761,73
1522400056,2024-07-19,1610612752,91
1522400053,2024-07-19,1610612749,90
1522400046,2024-07-18,1610612743,86
1522400050,2024-07-18,1610612739,89
1522400051,2024-07-18,1610612762,88
1522400051,2024-07-18,1610612746,105
1522400052,2024-07-18,1610612750,93
1522400049,2024-07-18,1610612753,100
1522400050,2024-07-18,1610612747,93
1522400052,2024-07-18,1610612745,83
1522400049,2024-07-18,1610612751,102
1522400048,2024-07-18,1610612758,69
1522400047,2024-07-18,1610612740,77
1522400048,2024-07-18,1610612764,73
1522400048,2024-07-18,1610612758,0
1522400046,2024-07-18,1610612754,71
1522400047,2024-07-18,1610612763,88
1022400147,2024-07-17,1611661324,86
1522400041,2024-07-17,1610612766,84
1522400044,2024-07-17,1610612737,86
1522400045,2024-07-17,1610612744,96
